"Fruits: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..Cordillera Administrative Region (CAR)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",102.00,105.97,104.65,109.50,111.27,117.24,103.32,98.02,99.35,99.35,95.37,94.05,96.70,95.37,96.70,108.62,104.64,100.67,107.29,113.20,109.30,110.55,106.65,107.86,119.34,113.60,120.35,123.00,131.75,130.65,124.20,127.50,116.45,140.15,152.85,160.90,155.25,166.15,165.65,152.56,141.90,149.55,153.25,159.53,167.05,165.50,152.50,155.45,155.70,161.40,158.30,158.40,155.00,154.00,154.00,159.50,159.00,158.75,163.40,165.70
"..Cordillera Administrative Region (CAR)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","CALAMANSI, LOOSE, 1 KG",75.30,69.41,70.36,94.43,85.96,73.17,73.44,71.53,67.84,62.89,65.67,67.45,71.62,70.61,73.18,68.84,68.01,76.49,74.16,75.18,76.37,68.51,67.62,68.45,74.04,78.16,93.51,90.89,89.95,88.52,87.68,80.87,75.95,69.95,76.19,83.33,88.64,82.10,84.15,91.78,103.01,96.62,90.28,88.22,86.03,81.46,82.37,81.26,82.59,91.90,95.02,94.84,96.15,100.37,99.47,104.18,96.88,89.39,89.45,90.63
"..Cordillera Administrative Region (CAR)","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",35.54,36.18,35.54,37.91,40.06,40.06,37.48,37.48,37.48,43.30,44.59,45.23,47.17,40.06,40.71,42.00,40.71,40.71,40.71,42.86,43.57,44.29,46.43,47.86,47.14,45.71,45.71,44.29,44.29,47.14,50.00,50.00,50.00,50.00,50.00,52.86,52.86,50.00,47.14,55.71,55.71,57.14,51.43,48.57,52.86,52.86,55.00,60.71,52.86,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
"..REGION I (ILOCOS REGION)","FRESH FRUIT, AVOCADO, 1 KG",70.65,98.30,95.23,106.50,124.64,109.06,93.70,87.56,86.02,79.88,98.31,104.45,110.59,116.73,109.36,110.59,125.95,121.34,82.50,56.25,81.25,93.75,87.17,98.33,98.75,98.75,98.33,106.67,115.00,89.17,66.67,58.33,63.75,75.00,80.00,80.00,80.00,80.00,80.00,80.00,82.50,80.00,83.75,68.75,80.00,81.25,86.25,86.25,86.25,95.00,103.75,123.13,125.63,110.00,97.50,94.38,99.38,108.75,116.25,118.75
"..REGION I (ILOCOS REGION)","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",64.46,63.40,66.12,81.67,80.41,75.77,73.01,77.00,74.77,74.33,76.57,76.04,75.48,74.03,72.29,73.27,71.00,71.73,68.89,69.83,71.33,67.58,64.67,63.00,63.33,65.83,67.50,65.83,63.33,62.29,63.13,62.50,62.92,62.50,63.75,65.83,80.00,87.71,87.92,91.46,83.33,84.17,80.83,79.58,77.50,86.88,92.50,96.88,100.00,101.67,100.00,101.25,93.75,95.83,94.58,92.71,93.33,97.29,93.54,92.50
"..REGION I (ILOCOS REGION)","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",53.75,54.07,55.00,78.33,68.44,61.57,61.57,60.32,59.07,59.38,59.38,61.25,61.88,61.88,62.50,61.88,60.63,59.38,61.50,63.13,61.88,57.50,50.32,49.38,53.75,56.25,64.38,53.75,54.07,54.38,53.75,53.75,54.38,53.75,61.25,60.63,58.44,60.32,62.82,62.19,62.50,64.38,63.13,64.38,61.25,62.50,64.07,60.00,64.69,65.32,70.63,70.63,68.13,65.00,65.00,68.13,70.63,73.13,64.38,67.19
"..REGION I (ILOCOS REGION)","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",37.23,36.91,35.93,43.73,42.45,41.83,40.97,40.29,39.46,40.50,41.76,41.67,40.10,39.93,39.38,39.59,39.17,39.03,37.99,38.36,37.92,37.29,36.04,35.84,35.84,36.46,38.96,36.88,35.42,35.21,33.34,31.67,32.08,31.25,32.08,32.92,40.21,34.59,34.38,35.21,34.79,34.79,35.00,35.84,36.04,36.46,36.25,35.00,37.71,38.13,38.54,40.63,40.00,42.50,38.75,36.46,36.67,35.21,36.04,35.63
"..REGION I (ILOCOS REGION)","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",143.33,145.00,140.00,98.75,63.33,48.33,63.33,58.33,71.67,75.00,105.71,138.33,158.33,163.33,139.17,144.29,102.86,108.57,122.86,136.67,150.00,140.00,146.67,143.75,156.25,151.25,132.50,121.25,108.75,136.25,153.75,170.00,170.00,176.25,165.00,163.75,161.25,155.00,142.50,127.50,96.25,81.25,116.25,145.00,170.00,163.75,172.50,175.00,161.25,148.75,144.38,120.63,96.25,86.25,102.50,110.00,135.00,153.75,137.50,157.50
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",96.88,100.63,101.25,98.33,106.25,67.50,67.50,103.33,103.33,80.00,90.00,113.33,138.57,118.75,117.50,106.25,91.25,83.75,107.50,107.50,110.00,125.00,140.00,146.25,127.50,110.00,102.50,95.00,90.00,100.00,123.75,158.75,156.25,177.50,177.50,185.00,165.00,126.25,140.00,148.75,113.75,57.50,57.50,110.00,148.75,158.75,170.00,177.50,195.00,169.38,140.00,97.50,83.75,76.25,90.00,113.75,168.75,245.00,287.50,256.25
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",56.88,65.63,73.13,76.67,70.00,72.50,90.00,76.25,75.63,75.63,105.71,117.14,124.29,171.43,145.71,142.86,101.43,98.75,106.25,106.25,123.75,123.75,123.75,123.75,138.75,137.50,131.88,109.38,108.13,114.38,111.88,136.88,149.38,134.38,149.38,163.13,161.88,166.25,168.75,178.75,108.75,98.75,98.75,110.00,113.75,160.00,162.50,163.75,166.25,171.25,161.25,146.25,131.25,101.25,52.50,70.00,115.00,120.00,211.25,216.25
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",41.22,39.13,38.09,40.04,39.97,39.15,41.22,42.06,40.82,38.94,40.40,39.99,39.98,41.03,42.49,41.87,42.29,42.29,42.50,42.68,42.71,42.71,41.88,41.25,40.83,40.42,42.68,42.50,42.92,42.92,42.08,43.33,42.71,42.50,42.50,42.92,45.00,44.38,45.21,45.42,52.71,51.46,52.08,52.50,51.67,52.50,52.92,52.71,54.38,52.71,54.38,55.63,54.59,55.71,55.59,53.21,53.71,54.33,54.13,54.67
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",48.13,49.38,49.38,47.50,45.63,40.00,42.50,42.50,37.50,36.88,35.63,35.63,36.25,37.50,35.00,36.25,36.25,35.00,33.13,33.13,33.13,33.13,33.13,33.13,36.88,36.88,36.25,35.63,35.63,35.63,35.63,41.25,46.88,46.88,44.38,45.00,45.63,55.63,56.25,68.75,68.75,70.00,65.00,69.38,69.38,63.13,74.38,73.13,74.38,76.25,71.25,70.00,70.00,70.63,72.50,71.25,73.75,78.75,73.75,72.50
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",82.36,87.59,83.67,67.98,71.12,71.90,58.83,62.75,57.52,55.77,41.83,67.98,62.75,57.52,78.43,67.97,67.97,67.97,61.25,61.25,65.00,68.75,72.50,72.50,72.50,72.50,80.00,90.00,90.00,56.25,57.50,50.00,57.50,67.50,105.00,102.50,102.50,97.50,97.50,90.00,97.50,85.00,85.00,85.00,85.00,85.00,85.00,85.00,86.25,80.00,81.25,82.50,88.75,88.75,82.50,78.13,80.00,85.00,90.00,90.00
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",70.63,71.88,69.38,69.59,70.63,72.50,65.00,69.38,63.75,64.38,66.25,62.50,71.70,72.09,68.13,73.13,78.57,79.38,82.50,78.75,82.50,87.50,94.07,87.82,80.00,85.00,84.69,84.07,82.19,78.75,72.50,87.82,81.57,82.50,86.25,87.50,89.38,96.88,100.00,113.13,108.13,105.63,72.50,80.63,85.63,88.75,90.00,91.88,85.63,130.63,114.38,113.75,120.63,106.25,77.50,72.82,76.25,89.38,98.13,108.75
"..REGION I (ILOCOS REGION)","FRESH FRUIT, GRAPES, 1 KG",276.97,276.97,261.44,283.01,261.44,276.97,276.97,270.50,270.50,270.50,271.79,266.61,267.90,262.72,256.25,253.66,256.25,256.25,256.25,256.25,233.75,227.50,222.50,220.00,220.00,220.00,221.25,250.00,250.00,243.75,246.25,248.75,248.75,285.00,215.00,225.00,273.75,270.00,263.75,263.75,271.25,271.25,271.25,275.00,275.00,273.75,266.25,263.75,265.00,270.00,270.00,272.50,273.75,290.00,288.75,288.75,260.00,235.00,232.50,232.50
"..REGION I (ILOCOS REGION)","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",265.00,272.50,280.00,275.00,272.50,280.00,273.75,273.75,270.00,273.75,261.25,276.25,300.00,293.75,283.75,283.75,278.75,280.00,273.75,283.75,228.75,257.50,261.25,243.75,263.75,256.25,258.75,262.50,267.50,272.50,276.25,281.25,278.75,278.75,278.75,276.25,272.50,293.75,293.75,325.00,325.00,318.75,318.75,318.75,318.75,318.75,285.00,265.00,262.50,268.75,281.25,291.25,281.25,306.25,290.00,282.50,277.50,246.25,228.75,228.75
"..REGION I (ILOCOS REGION)","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, LANZONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, RAMBUTAN, 1 KG",79.95,79.95,79.95,81.14,94.26,102.61,103.80,109.77,87.10,81.13,88.29,114.54,114.54,114.54,114.54,114.54,114.54,114.54,140.00,141.25,111.25,91.25,88.75,88.75,88.75,88.75,88.75,88.75,88.75,116.25,131.25,133.75,132.50,125.71,117.14,117.14,120.00,120.00,131.43,131.43,131.43,154.29,151.43,90.00,68.57,80.00,82.86,91.25,91.25,91.25,91.25,91.25,91.25,91.25,131.25,117.50,121.25,112.50,111.25,111.25
"..REGION I (ILOCOS REGION)","FRESH FRUIT, POMELO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","CALAMANSI, LOOSE, 1 KG",54.82,52.76,50.69,72.47,72.41,57.89,58.10,49.21,44.65,42.17,44.03,43.20,61.83,66.83,71.38,71.15,74.47,59.35,49.17,53.13,45.83,43.33,50.00,61.67,57.50,56.25,67.50,72.29,65.21,57.09,59.17,59.17,56.88,56.46,61.04,70.63,81.67,67.50,71.67,82.04,86.25,80.83,73.13,72.50,66.67,59.38,67.08,68.75,78.75,80.84,76.67,76.67,71.67,81.67,97.08,106.67,86.46,78.13,68.75,70.42
"..REGION I (ILOCOS REGION)","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, AVOCADO, 1 KG",53.75,52.50,55.00,58.75,62.50,68.75,55.00,55.00,60.00,62.50,62.50,62.50,62.50,60.00,60.00,60.00,67.50,67.50,58.75,55.00,62.50,67.50,67.50,78.75,68.75,68.75,68.75,57.50,66.88,66.88,54.38,50.00,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,58.75,75.00,65.00,67.50,65.00,65.00,65.00,65.00,63.75,63.75,62.50,67.50,81.25,81.25,67.50,71.25,76.25,76.25,77.50,77.50
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",64.89,63.80,62.80,63.27,61.46,59.36,63.23,64.99,65.49,66.94,65.33,65.29,64.15,62.59,63.12,62.69,62.48,62.13,61.18,63.28,60.63,61.56,62.19,59.38,61.10,62.19,62.03,58.75,57.19,57.35,56.25,53.60,52.03,52.19,52.19,55.00,60.16,60.32,58.75,59.07,57.75,59.07,57.81,57.50,59.85,62.50,65.63,67.82,67.50,66.57,68.13,68.91,69.06,66.10,64.85,66.41,67.35,66.56,67.19,70.31
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",62.52,61.34,67.67,52.38,55.60,57.32,42.36,43.96,45.26,47.91,47.91,48.21,48.21,48.38,48.09,49.09,46.49,46.49,48.09,41.52,40.59,40.90,43.71,44.02,42.77,44.65,44.96,39.96,42.32,45.09,46.52,49.16,44.96,45.36,43.04,38.35,43.35,41.16,39.42,40.09,40.88,42.46,45.09,47.15,47.86,48.67,48.26,48.26,49.51,51.70,50.76,51.84,51.00,48.22,49.02,48.71,48.09,48.71,51.88,55.45
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",33.33,33.33,36.67,36.67,43.33,43.33,43.33,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,38.33,38.33,36.67,36.67,36.67,36.67,36.67,36.67,36.67,40.00,40.00,40.00,40.00,40.00,40.00,40.00,36.67,37.00,37.00,37.00,37.00,37.00,38.33,38.33,38.33,38.33,38.33,38.33,44.29,50.00,50.00,50.00,50.00,51.00,51.00,51.00,48.00,48.00,48.00,51.00,52.00,52.00,52.00,52.00,60.00
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",157.37,160.02,175.16,152.10,128.89,107.17,117.70,141.34,154.91,162.59,171.98,183.42,186.40,189.86,183.23,169.02,153.72,133.10,133.00,127.83,138.56,145.78,158.69,160.64,175.47,167.92,151.69,137.03,122.61,128.17,148.72,149.00,158.44,176.56,177.86,186.36,187.33,181.72,178.39,165.33,144.11,131.92,132.22,140.56,146.11,173.69,180.42,177.36,191.92,183.06,176.42,157.32,133.56,104.19,110.47,132.28,147.97,171.58,179.36,185.31
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",113.87,99.02,112.64,107.27,79.22,66.84,65.60,106.44,127.48,126.24,126.24,126.24,126.24,128.72,126.24,136.64,95.30,86.64,126.25,136.25,136.25,137.50,143.75,142.50,153.75,150.00,143.75,116.25,95.00,96.25,126.25,143.75,147.50,150.00,162.50,165.00,162.50,158.75,157.50,132.50,99.38,81.88,88.13,110.63,134.38,169.38,175.63,173.13,195.63,170.00,161.25,141.25,104.38,48.13,67.50,100.00,120.00,135.00,118.13,146.88
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",131.15,119.69,145.15,145.15,75.12,54.75,53.48,62.39,63.66,63.66,64.03,149.87,142.60,161.51,139.68,146.41,106.94,68.75,68.75,75.00,87.50,87.50,85.00,85.00,85.00,116.25,121.25,97.50,102.50,105.00,122.50,117.50,117.50,117.50,117.50,165.00,158.75,187.50,163.75,162.50,112.50,100.00,105.00,116.25,105.00,110.00,127.50,175.00,173.75,155.00,150.00,115.00,80.00,45.63,120.00,150.00,158.75,158.75,176.25,178.75
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",37.90,37.19,36.29,36.29,39.50,41.86,36.26,37.24,35.25,36.18,35.00,34.64,38.21,39.63,39.28,39.28,42.62,39.41,39.38,39.69,39.38,42.19,38.13,35.63,36.88,36.26,34.07,34.07,35.32,33.76,33.76,33.76,33.76,33.76,35.01,34.38,34.69,34.69,34.69,34.69,36.26,36.57,35.32,38.44,38.76,41.57,40.63,40.94,42.51,38.13,37.82,36.26,37.19,37.19,37.82,37.82,39.07,36.57,37.19,36.88
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",23.99,23.76,23.99,29.84,28.67,28.08,28.08,27.50,27.50,26.33,28.08,28.67,28.67,28.08,25.74,25.74,25.74,26.33,27.50,28.13,29.38,30.00,30.00,28.75,28.13,31.25,30.63,30.63,26.88,28.75,28.75,28.13,28.13,31.88,31.88,31.88,34.38,33.75,32.50,33.75,32.50,35.63,39.38,41.25,40.63,40.63,39.38,39.38,40.00,37.50,36.88,37.50,38.13,36.25,36.88,40.63,39.38,40.00,40.00,40.63
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
