"Fruits: Farmgate Prices by Commodity, by Region and by Province, Monthly, 2010-2024"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..Cordillera Administrative Region (CAR)","Marang",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.00,..,..,..
"..Cordillera Administrative Region (CAR)","Muskmelon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,15.00,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Orange",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.42,63.75,37.50,80.00,50.00,80.00,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Papaya Hawaiian",19.09,17.33,17.49,20.63,16.50,16.51,17.31,14.31,13.60,15.31,12.38,16.23,14.58,11.59,12.27,11.83,14.04,11.43,12.66,14.22,16.11,15.31,16.80,15.88,19.90,14.69,14.60,15.01,14.09,16.16,12.88,11.39,13.05,12.22,14.22,14.93,14.11,18.65,15.37,21.77,17.81,25.80,18.74,20.57,22.76,21.62,23.64,24.15,30.00,24.00,28.50,26.00,26.00,26.00,50.00,50.00,55.98,..,..,..
"..Cordillera Administrative Region (CAR)","Papaya native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.50,32.53,39.10,17.17,21.85,17.50,33.52,29.85,20.00,..,..,..
"..Cordillera Administrative Region (CAR)","Papaya Sinta",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Papaya Solo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Pineapple Formosa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Pineapple Hawaiian",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.75,19.01,15.42,17.68,..,..,..,..,..,..,..,..,18.53,13.83,15.33,..,..,..,..,..,..,..,..,..,17.80,17.23,21.73,..,..,..,..,..,..,..,..,45.00,45.00,17.12,25.00,..,26.00,..,..,..
"..Cordillera Administrative Region (CAR)","Pineapple native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.00,30.00,30.00,30.00,29.06,30.00,30.00,..,..,..
"..Cordillera Administrative Region (CAR)","Pomelo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.48,..,..,20.00,16.08,14.87,..,..,..,..,..,..,25.00,25.00,25.00,20.00,15.85,35.00,..,..,..
"..Cordillera Administrative Region (CAR)","Rambutan",..,..,..,..,..,..,..,79.07,52.48,53.94,..,..,..,..,..,..,..,..,..,..,98.15,65.81,..,..,..,..,..,..,..,..,..,108.90,72.70,47.50,..,..,..,..,..,..,..,..,..,65.63,53.15,46.34,..,..,51.89,..,..,..,..,..,47.50,52.33,54.50,..,..,..
"..Cordillera Administrative Region (CAR)","Santol native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,..,..,50.00,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Siniguelas [Jamaica plum]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Starapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.00,40.00,43.33,33.96,50.00,45.00,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Tamarind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Watermelon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,..,..,35.00,35.00,35.00,8.33,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Anonas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Aratelis (Manzanita)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Balimbing",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Banana, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,20.00,..,..,..
"..Cordillera Administrative Region (CAR)","Bignay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Breadfruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Camatchili",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Canistel",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.74,25.00,25.00,..,..,..
"..Cordillera Administrative Region (CAR)","Duhat",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Golden Melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Karamay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Lemon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.47,53.25,49.50,53.27,45.86,52.63,41.91,32.02,53.44,..,..,..
"..Cordillera Administrative Region (CAR)","Lime",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Makopa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Passion fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Tambis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Atis [Sugarapple]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,70.00,..,30.00,38.33,30.00,28.33,40.00,45.67,..,..,..
"..REGION I (ILOCOS REGION)","Avocado",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.00,..,..,..,59.37,64.78,48.05,60.00,71.25,..,..,..
"..REGION I (ILOCOS REGION)","Banana Bungulan, green",19.06,27.71,21.16,22.86,24.06,23.81,22.65,22.54,20.17,20.53,24.84,24.92,22.50,21.49,21.35,20.21,20.29,22.47,20.57,21.73,22.49,22.87,23.55,22.57,22.31,23.38,22.49,23.44,24.23,22.46,20.66,20.61,23.18,23.04,25.95,22.82,21.13,21.38,25.00,23.19,24.25,23.53,23.53,24.61,26.72,24.57,25.83,27.92,28.75,29.18,30.30,26.05,25.00,40.00,45.00,41.99,42.79,..,..,..
"..REGION I (ILOCOS REGION)","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,..,..,..
"..REGION I (ILOCOS REGION)","Banana Lakatan, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.25,42.62,44.88,24.88,30.00,55.00,33.43,33.59,32.33,..,..,..
"..REGION I (ILOCOS REGION)","Banana Latundan, green",24.39,26.25,30.99,34.49,28.01,27.38,26.21,25.98,28.34,30.03,30.11,29.65,29.23,29.23,27.13,29.95,26.79,27.72,26.75,27.38,29.06,28.92,28.84,28.74,29.31,29.50,28.89,29.34,27.98,28.81,29.14,27.02,26.28,26.58,27.08,27.83,26.45,26.57,27.10,27.67,27.58,26.69,26.69,29.19,27.32,27.33,28.25,28.95,34.26,30.16,33.25,28.99,26.99,31.50,26.88,31.94,37.80,..,..,..
"..REGION I (ILOCOS REGION)","Banana Saba, green",22.59,22.94,26.48,24.60,24.65,24.25,24.92,23.52,24.36,23.30,25.29,24.84,21.03,24.63,23.50,22.17,21.48,22.09,20.76,22.01,22.01,22.13,22.32,22.17,21.46,21.04,21.93,21.53,21.74,24.33,22.46,21.44,20.10,21.30,23.99,23.23,20.72,22.60,24.50,20.18,21.01,21.00,21.00,21.07,20.41,20.25,22.36,20.50,23.67,23.13,23.78,25.44,29.45,23.14,26.27,24.83,25.49,..,..,..
"..REGION I (ILOCOS REGION)","Calamansi",27.51,25.71,32.33,31.54,31.28,25.61,24.59,23.46,23.06,18.39,22.72,31.17,33.11,31.96,29.98,38.21,32.80,33.84,28.71,28.84,24.86,23.03,27.36,30.58,31.78,37.57,38.52,38.40,35.50,34.37,31.30,24.80,26.76,29.61,39.73,44.22,30.97,37.85,42.75,45.70,40.33,36.65,36.65,31.53,32.62,31.90,35.20,35.55,33.28,37.68,35.60,16.28,23.14,17.68,31.92,28.78,32.87,..,..,..
"..REGION I (ILOCOS REGION)","Chico [Sapota]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.67,43.68,50.00,60.00,30.00,48.38,15.00,55.00,52.33,..,..,..
"..REGION I (ILOCOS REGION)","Dragon fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,..,120.00,120.00,70.00,60.00,120.00,87.96,95.15,..,..,..
"..REGION I (ILOCOS REGION)","Durian",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.00,..,..,..,..
"..REGION I (ILOCOS REGION)","Grapes, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,..,80.00,..,250.00,250.00,244.49,..,..,..
"..REGION I (ILOCOS REGION)","Grapes, red",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.67,102.00,150.00,161.98,150.00,140.13,200.00,147.85,150.00,149.14,200.00,123.22,193.65,184.11,259.22,197.29,128.77,117.72,117.72,84.91,133.48,..,212.73,150.00,200.00,250.00,268.75,200.00,173.33,125.00,150.00,160.00,160.00,..,..,..
"..REGION I (ILOCOS REGION)","Guapple",61.48,66.64,58.30,57.11,57.46,59.69,48.94,52.21,62.58,62.34,56.41,66.08,67.19,48.32,49.67,48.35,52.49,53.34,48.83,51.78,49.88,54.24,53.71,57.69,49.56,53.85,58.18,55.58,56.80,62.83,61.66,69.36,55.53,57.56,61.47,72.27,68.08,68.40,65.48,61.47,66.55,62.53,62.53,83.77,65.87,58.68,74.96,70.11,93.33,78.75,93.33,100.00,65.00,60.00,80.00,80.00,50.00,..,..,..
"..REGION I (ILOCOS REGION)","Guava",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,25.00,21.67,20.00,17.50,17.50,20.00,20.00,20.00,..,..,..
"..REGION I (ILOCOS REGION)","Guayabano [Soursop]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.00,46.67,48.33,60.00,60.00,60.00,50.00,70.00,80.00,..,..,..
"..REGION I (ILOCOS REGION)","Honeydew melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.00,46.67,45.00,47.50,30.00,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Jackfruit, ripe",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.67,43.21,40.40,100.00,75.00,70.00,75.00,75.00,70.00,..,..,..
"..REGION I (ILOCOS REGION)","Lanzones",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.00,..,..,..,..,135.00,100.00,60.00,50.00,..,..,..
"..REGION I (ILOCOS REGION)","Mandarin Ladu",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Mandarin Szinkom",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Mango Carabao, green",64.15,55.01,55.91,42.63,28.03,30.10,..,32.59,..,..,94.07,81.58,70.85,67.29,69.27,51.48,36.79,72.18,..,56.56,..,..,70.00,62.05,64.08,48.94,42.91,39.14,31.58,51.52,..,60.00,..,..,..,64.90,75.92,60.43,49.95,47.70,30.56,23.35,23.35,..,..,..,..,80.00,58.33,55.72,61.39,34.52,20.60,25.88,62.01,..,40.00,..,..,..
"..REGION I (ILOCOS REGION)","Mango Indian, green",27.09,26.27,7.82,6.97,..,..,..,..,..,..,..,..,30.00,..,12.35,12.97,..,..,..,..,..,..,..,..,21.04,..,8.84,8.52,..,..,..,..,..,..,..,..,35.53,17.96,7.27,8.13,9.31,9.26,9.26,..,..,..,47.17,25.66,21.11,22.71,21.52,22.19,21.72,15.00,30.00,..,21.00,..,..,..
"..REGION I (ILOCOS REGION)","Mango Piko, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.00,50.00,60.00,24.54,8.00,..,..,..,25.00,..,..,..
"..REGION I (ILOCOS REGION)","Mango, Other Variety",10.66,7.81,4.20,..,..,..,..,..,..,..,..,33.85,24.49,11.97,7.50,7.18,..,..,..,..,..,..,..,32.84,23.48,15.66,12.69,8.92,..,..,..,..,..,..,..,33.21,24.68,17.79,13.19,11.06,11.42,..,..,..,..,..,..,32.17,41.42,38.33,24.96,28.25,25.62,17.50,10.00,60.00,..,..,..,..
"..REGION I (ILOCOS REGION)","Mangosteen",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Marang",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Muskmelon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.50,28.05,35.00,30.00,22.50,15.00,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Orange",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,..,..,..,..,30.00,22.50,15.00,20.00,..,..,..
"..REGION I (ILOCOS REGION)","Papaya Hawaiian",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.78,15.59,18.74,14.36,13.32,16.73,13.86,15.23,..,11.79,14.49,14.45,23.34,14.57,14.70,19.14,19.14,21.83,23.17,14.64,15.08,15.56,28.33,30.00,25.50,30.89,14.62,23.33,33.11,27.50,50.00,..,..,..
"..REGION I (ILOCOS REGION)","Papaya native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.88,11.06,9.06,10.60,10.46,9.90,10.24,8.19,9.68,11.02,..,9.72,14.01,12.40,12.09,10.06,10.29,11.74,11.74,15.02,10.81,10.00,19.72,11.40,21.00,22.85,21.67,30.28,11.66,22.50,25.27,32.49,23.20,..,..,..
"..REGION I (ILOCOS REGION)","Papaya Sinta",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Papaya Solo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.33,33.58,33.33,35.00,15.00,30.00,20.00,20.00,20.00,..,..,..
"..REGION I (ILOCOS REGION)","Pineapple Formosa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Pineapple Hawaiian",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,20.00,20.00,31.00,70.00,30.00,..,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Pineapple native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.00,25.00,18.00,50.00,38.33,50.00,..,..,..
"..REGION I (ILOCOS REGION)","Pomelo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.42,33.75,40.67,45.00,30.00,47.50,35.00,57.50,31.58,..,..,..
"..REGION I (ILOCOS REGION)","Rambutan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,30.00,30.00,..,72.39,59.05,53.43,82.13,85.24,..,..,..
"..REGION I (ILOCOS REGION)","Santol native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.50,30.00,..,15.00,..,..,..
"..REGION I (ILOCOS REGION)","Siniguelas [Jamaica plum]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,40.00,43.33,36.98,46.67,40.00,50.00,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Starapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.50,43.33,38.33,61.97,45.00,..,60.00,30.00,40.00,..,..,..
"..REGION I (ILOCOS REGION)","Tamarind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.67,42.79,36.81,16.01,40.00,40.00,47.39,70.00,100.00,..,..,..
"..REGION I (ILOCOS REGION)","Watermelon",14.23,14.42,15.19,10.71,12.17,..,..,..,..,..,13.65,14.42,15.49,17.51,17.91,15.18,13.52,..,..,..,..,..,16.51,19.30,17.39,17.76,17.59,12.81,14.71,17.48,..,..,..,..,21.79,19.95,16.23,19.64,16.60,17.46,17.20,15.74,15.74,..,..,..,20.43,19.48,22.08,22.70,22.82,35.14,14.50,15.00,20.00,..,..,..,..,..
"..REGION I (ILOCOS REGION)","Anonas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,20.00,30.00,20.00,20.00,20.00,20.00,..,..,..
"..REGION I (ILOCOS REGION)","Aratelis (Manzanita)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,25.00,22.50,20.00,30.00,20.00,30.00,20.00,20.00,..,..,..
"..REGION I (ILOCOS REGION)","Balimbing",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,15.00,15.00,15.00,15.00,..,..,..,..
"..REGION I (ILOCOS REGION)","Banana, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,20.00,25.00,20.67,15.00,15.00,..,..,35.00,..,..,..
"..REGION I (ILOCOS REGION)","Bignay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,60.00,45.00,60.00,57.50,55.00,60.00,..,..,..
