,Species,Geolocation,Value,Year,Quarter,Volume
325,Milkfish,Region I (Ilocos Region),1772567.51,2020, Quarter 2,14920.16
326,Milkfish,Region II (Cagayan Valley),64234.71,2020, Quarter 2,515.68
327,Milkfish,Region III (Central Luzon),4338613.29,2020, Quarter 2,36557.56
328,Milkfish,Region IV-A (CALABARZON),814780.92,2020, Quarter 2,10063.64
329,Milkfish,MIMAROPA Region,9401.45,2020, Quarter 2,86.88
330,Milkfish,Region V (Bicol Region),37230.43,2020, Quarter 2,396.23
331,Milkfish,Region VI (Western Visayas),3144239.62,2020, Quarter 2,31101.41
332,Milkfish,Region VII (Central Visayas),95805.66,2020, Quarter 2,914.71
333,Milkfish,Region VIII (Eastern Visayas),198416.92,2020, Quarter 2,1661.22
334,Milkfish,Region IX (Zamboanga Peninsula),122802.71,2020, Quarter 2,1482.78
335,Milkfish,Region X (Nothern Mindanao),322850.79,2020, Quarter 2,3202.19
336,Milkfish,Region XI (Davao Region),272575.9,2020, Quarter 2,2603.82
337,Milkfish,Region XII (SOCCSKSARGEN),47502.29,2020, Quarter 2,476.81
338,Milkfish,Region XIII (Caraga),103483.82,2020, Quarter 2,911.37
339,Milkfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),91954.45,2020, Quarter 2,751.6
340,Tilapia,National Capital Region (NCR),355.18,2020, Quarter 2,12.28
341,Tilapia,Cordillera Administrative Region (CAR),71595.09,2020, Quarter 2,657.06
342,Tilapia,Region I (Ilocos Region),919112.43,2020, Quarter 2,12269.19
343,Tilapia,Region II (Cagayan Valley),336147.67,2020, Quarter 2,3203.91
344,Tilapia,Region III (Central Luzon),2822292.52,2020, Quarter 2,34761.61
345,Tilapia,Region IV-A (CALABARZON),1104854.94,2020, Quarter 2,15264.25
346,Tilapia,MIMAROPA Region,5158.85,2020, Quarter 2,46.53
347,Tilapia,Region V (Bicol Region),345088.67,2020, Quarter 2,3481.89
348,Tilapia,Region VI (Western Visayas),45432.05,2020, Quarter 2,501.57
349,Tilapia,Region VII (Central Visayas),14570.87,2020, Quarter 2,142.06
350,Tilapia,Region VIII (Eastern Visayas),3287.38,2020, Quarter 2,24.02
351,Tilapia,Region IX (Zamboanga Peninsula),12052.77,2020, Quarter 2,140.51
352,Tilapia,Region X (Nothern Mindanao),21422.86,2020, Quarter 2,208.26
353,Tilapia,Region XI (Davao Region),67224.36,2020, Quarter 2,674.47
354,Tilapia,Region XII (SOCCSKSARGEN),125807.59,2020, Quarter 2,1216.25
355,Tilapia,Region XIII (Caraga),1639.56,2020, Quarter 2,15.06
356,Tilapia,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),73665.85,2020, Quarter 2,679.78
357,Tiger Prawn,National Capital Region (NCR),6846.139999999999,2020, Quarter 2,17.26
358,Tiger Prawn,Cordillera Administrative Region (CAR),34247.70333333333,2020, Quarter 2,248.42999999999998
359,Tiger Prawn,Region I (Ilocos Region),16323.81,2020, Quarter 2,29.88
360,Tiger Prawn,Region II (Cagayan Valley),13306.63,2020, Quarter 2,26.73
361,Tiger Prawn,Region III (Central Luzon),4824393.71,2020, Quarter 2,7794.67
362,Tiger Prawn,Region IV-A (CALABARZON),404.45,2020, Quarter 2,1.33
363,Tiger Prawn,MIMAROPA Region,3859.43,2020, Quarter 2,9.62
364,Tiger Prawn,Region V (Bicol Region),173346.47,2020, Quarter 2,443.91
365,Tiger Prawn,Region VI (Western Visayas),18900.53,2020, Quarter 2,51.32
366,Tiger Prawn,Region VII (Central Visayas),6800.4,2020, Quarter 2,18.89
367,Tiger Prawn,Region VIII (Eastern Visayas),96.89,2020, Quarter 2,0.25
368,Tiger Prawn,Region IX (Zamboanga Peninsula),80436.38,2020, Quarter 2,211.28
369,Tiger Prawn,Region X (Nothern Mindanao),1559633.12,2020, Quarter 2,3919.79
370,Tiger Prawn,Region XI (Davao Region),178.77,2020, Quarter 2,0.93
371,Tiger Prawn,Region XII (SOCCSKSARGEN),3.5,2020, Quarter 2,0.01
372,Tiger Prawn,Region XIII (Caraga),3869.68,2020, Quarter 2,12.07
373,Tiger Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),27288.59,2020, Quarter 2,78.61
374,Mudcrab,National Capital Region (NCR),1126.6466666666668,2020, Quarter 2,15.133333333333331
375,Mudcrab,Cordillera Administrative Region (CAR),326.75333333333333,2020, Quarter 2,0.9666666666666665
376,Mudcrab,Region I (Ilocos Region),138.98,2020, Quarter 2,0.37
377,Mudcrab,Region II (Cagayan Valley),6346.26,2020, Quarter 2,21.15
378,Mudcrab,Region III (Central Luzon),947768.54,2020, Quarter 2,1989.69
379,Mudcrab,Region IV-A (CALABARZON),216.2,2020, Quarter 2,0.42
380,Mudcrab,MIMAROPA Region,260.29,2020, Quarter 2,0.8
381,Mudcrab,Region V (Bicol Region),16857.4,2020, Quarter 2,38.82
382,Mudcrab,Region VI (Western Visayas),8395.79,2020, Quarter 2,30.04
383,Mudcrab,Region VII (Central Visayas),5.4,2020, Quarter 2,0.02
384,Mudcrab,Region VIII (Eastern Visayas),1481.64,2020, Quarter 2,1.97
385,Mudcrab,Region IX (Zamboanga Peninsula),27630.89,2020, Quarter 2,82.4
386,Mudcrab,Region X (Nothern Mindanao),810050.7,2020, Quarter 2,1855.26
387,Mudcrab,Region XI (Davao Region),6131.36,2020, Quarter 2,12.63
388,Mudcrab,Region XII (SOCCSKSARGEN),2.26,2020, Quarter 2,0.01
389,Mudcrab,Region XIII (Caraga),11178.59,2020, Quarter 2,26.32
390,Mudcrab,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),718.57,2020, Quarter 2,2.09
391,Endeavor Prawn,National Capital Region (NCR),2069.883333333333,2020, Quarter 2,5.580000000000001
392,Endeavor Prawn,Cordillera Administrative Region (CAR),1015.0766666666667,2020, Quarter 2,7.8566666666666665
393,Endeavor Prawn,Region I (Ilocos Region),6124.32,2020, Quarter 2,15.84
394,Endeavor Prawn,Region II (Cagayan Valley),3709.12,2020, Quarter 2,11.96
395,Endeavor Prawn,Region III (Central Luzon),16886.32,2020, Quarter 2,42.22
396,Endeavor Prawn,Region IV-A (CALABARZON),7.66,2020, Quarter 2,0.04
397,Endeavor Prawn,MIMAROPA Region,2052.04,2020, Quarter 2,5.413333333333333
398,Endeavor Prawn,Region V (Bicol Region),620.92,2020, Quarter 2,3.07
399,Endeavor Prawn,Region VI (Western Visayas),2103.01,2020, Quarter 2,15.74
400,Endeavor Prawn,Region VII (Central Visayas),1327.5566666666666,2020, Quarter 2,9.933333333333332
401,Endeavor Prawn,Region VIII (Eastern Visayas),199.71,2020, Quarter 2,0.8300000000000001
402,Endeavor Prawn,Region IX (Zamboanga Peninsula),16.68,2020, Quarter 2,0.07
403,Endeavor Prawn,Region X (Nothern Mindanao),564.8,2020, Quarter 2,2.31
404,Endeavor Prawn,Region XI (Davao Region),6.5,2020, Quarter 2,0.03
405,Endeavor Prawn,Region XII (SOCCSKSARGEN),5191.64,2020, Quarter 2,39.13333333333333
406,Endeavor Prawn,Region XIII (Caraga),33.08,2020, Quarter 2,0.12
407,Endeavor Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1120.81,2020, Quarter 2,8.616666666666667
408,White Shrimp,National Capital Region (NCR),3045.7100000000005,2020, Quarter 2,59.72666666666666
409,White Shrimp,Cordillera Administrative Region (CAR),50178.97666666666,2020, Quarter 2,449.73
410,White Shrimp,Region I (Ilocos Region),1674.79,2020, Quarter 2,5.98
411,White Shrimp,Region II (Cagayan Valley),1315.23,2020, Quarter 2,13.15
412,White Shrimp,Region III (Central Luzon),7371.11,2020, Quarter 2,21.93
413,White Shrimp,Region IV-A (CALABARZON),6.9,2020, Quarter 2,0.04
414,White Shrimp,MIMAROPA Region,10.88,2020, Quarter 2,0.07
415,White Shrimp,Region V (Bicol Region),198.34,2020, Quarter 2,0.99
416,White Shrimp,Region VI (Western Visayas),536.62,2020, Quarter 2,3.13
417,White Shrimp,Region VII (Central Visayas),552.2,2020, Quarter 2,4.54
418,White Shrimp,Region VIII (Eastern Visayas),73725.99333333333,2020, Quarter 2,1069.3266666666666
419,White Shrimp,Region IX (Zamboanga Peninsula),7807.38,2020, Quarter 2,41.94
420,White Shrimp,Region X (Nothern Mindanao),458.12,2020, Quarter 2,2.56
421,White Shrimp,Region XI (Davao Region),3.6,2020, Quarter 2,0.02
422,White Shrimp,Region XII (SOCCSKSARGEN),0.98,2020, Quarter 2,0.01
423,White Shrimp,Region XIII (Caraga),286.62,2020, Quarter 2,1.14
424,White Shrimp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),7335.95,2020, Quarter 2,35.0
425,Grouper,National Capital Region (NCR),1066.9,2020, Quarter 2,14.899999999999999
426,Grouper,Cordillera Administrative Region (CAR),3149.4,2020, Quarter 2,29.006666666666664
427,Grouper,Region I (Ilocos Region),179.73,2020, Quarter 2,0.37
428,Grouper,Region II (Cagayan Valley),21473.676666666666,2020, Quarter 2,172.03666666666663
429,Grouper,Region III (Central Luzon),1468696.5599999998,2020, Quarter 2,12211.416666666664
430,Grouper,Region IV-A (CALABARZON),1717904.2700000003,2020, Quarter 2,15540.576666666666
431,Grouper,MIMAROPA Region,40.3,2020, Quarter 2,0.1
432,Grouper,Region V (Bicol Region),163.18,2020, Quarter 2,0.49
433,Grouper,Region VI (Western Visayas),2542.52,2020, Quarter 2,5.37
434,Grouper,Region VII (Central Visayas),4.0,2020, Quarter 2,0.01
435,Grouper,Region VIII (Eastern Visayas),98075.52666666667,2020, Quarter 2,858.6466666666666
436,Grouper,Region IX (Zamboanga Peninsula),318.6,2020, Quarter 2,0.53
437,Grouper,Region X (Nothern Mindanao),264614.5366666667,2020, Quarter 2,1621.42
438,Grouper,Region XI (Davao Region),90882.82333333335,2020, Quarter 2,1935.6200000000001
439,Grouper,Region XII (SOCCSKSARGEN),106694.89333333336,2020, Quarter 2,159.25
440,Grouper,Region XIII (Caraga),50330.86666666667,2020, Quarter 2,462.75666666666666
441,Grouper,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),6.45,2020, Quarter 2,0.04
442,Siganid,National Capital Region (NCR),146071.59666666665,2020, Quarter 2,15073.160000000002
443,Siganid,Cordillera Administrative Region (CAR),479798.75,2020, Quarter 2,64602.23
444,Siganid,Region I (Ilocos Region),28404.37,2020, Quarter 2,79.41
445,Siganid,Region II (Cagayan Valley),22547.0,2020, Quarter 2,64.37
446,Siganid,Region III (Central Luzon),3.75,2020, Quarter 2,0.02
447,Siganid,Region IV-A (CALABARZON),5.5,2020, Quarter 2,0.06
448,Siganid,MIMAROPA Region,147354.28666666665,2020, Quarter 2,15073.230000000001
449,Siganid,Region V (Bicol Region),1.4,2020, Quarter 2,0.02
450,Siganid,Region VI (Western Visayas),131.82,2020, Quarter 2,0.82
451,Siganid,Region VII (Central Visayas),13.0,2020, Quarter 2,0.06
452,Siganid,Region VIII (Eastern Visayas),3.0,2020, Quarter 2,0.02
453,Siganid,Region IX (Zamboanga Peninsula),137880.66666666666,2020, Quarter 2,16267.519999999999
454,Siganid,Region X (Nothern Mindanao),33086.89666666667,2020, Quarter 2,2962.44
455,Siganid,Region XI (Davao Region),594.39,2020, Quarter 2,2.59
456,Siganid,Region XII (SOCCSKSARGEN),507.77,2020, Quarter 2,15.37666666666667
457,Siganid,Region XIII (Caraga),38.65,2020, Quarter 2,0.2
458,Siganid,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),487608.47000000003,2020, Quarter 2,64628.299999999996
459,P. Vannamei,National Capital Region (NCR),63288.94,2020, Quarter 2,234.27999999999997
460,P. Vannamei,Cordillera Administrative Region (CAR),478553.9066666667,2020, Quarter 2,64602.23
461,P. Vannamei,Region I (Ilocos Region),186990.2,2020, Quarter 2,622.93
462,P. Vannamei,Region II (Cagayan Valley),217417.57,2020, Quarter 2,572.15
463,P. Vannamei,Region III (Central Luzon),214698.69,2020, Quarter 2,919.11
464,P. Vannamei,Region IV-A (CALABARZON),57645.33,2020, Quarter 2,177.48
465,P. Vannamei,MIMAROPA Region,124.9,2020, Quarter 2,0.4
466,P. Vannamei,Region V (Bicol Region),3583.64,2020, Quarter 2,19.15
467,P. Vannamei,Region VI (Western Visayas),24051.58,2020, Quarter 2,137.89
468,P. Vannamei,Region VII (Central Visayas),239469.08,2020, Quarter 2,1042.3
469,P. Vannamei,Region VIII (Eastern Visayas),77.5,2020, Quarter 2,0.3
470,P. Vannamei,Region IX (Zamboanga Peninsula),1.0,2020, Quarter 2,0.01
471,P. Vannamei,Region X (Nothern Mindanao),249.8,2020, Quarter 2,0.96
472,P. Vannamei,Region XI (Davao Region),19272.42,2020, Quarter 2,106.49
473,P. Vannamei,Region XII (SOCCSKSARGEN),177336.3,2020, Quarter 2,993.89
474,P. Vannamei,Region XIII (Caraga),32279.55,2020, Quarter 2,113.93
475,P. Vannamei,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),342008.01333333337,2020, Quarter 2,49555.75666666666
476,Spiny Lobster,National Capital Region (NCR),16195.87,2020, Quarter 2,39.63666666666666
477,Spiny Lobster,Cordillera Administrative Region (CAR),34247.70333333333,2020, Quarter 2,248.42999999999998
478,Spiny Lobster,Region I (Ilocos Region),19344.936666666665,2020, Quarter 2,45.339999999999996
479,Spiny Lobster,Region II (Cagayan Valley),17392.48,2020, Quarter 2,40.32666666666667
480,Spiny Lobster,Region III (Central Luzon),1612568.03,2020, Quarter 2,2598.6733333333336
481,Spiny Lobster,Region IV-A (CALABARZON),1608267.8866666667,2020, Quarter 2,2598.686666666667
482,Spiny Lobster,MIMAROPA Region,139605.78,2020, Quarter 2,15065.343333333332
483,Spiny Lobster,Region V (Bicol Region),57789.29,2020, Quarter 2,147.98
484,Spiny Lobster,Region VI (Western Visayas),20.0,2020, Quarter 2,0.01
485,Spiny Lobster,Region VII (Central Visayas),2277.7999999999997,2020, Quarter 2,0.02666666666666667
486,Spiny Lobster,Region VIII (Eastern Visayas),15.0,2020, Quarter 2,0.01
487,Spiny Lobster,Region IX (Zamboanga Peninsula),26947.41,2020, Quarter 2,218.84
488,Spiny Lobster,Region X (Nothern Mindanao),519915.00333333336,2020, Quarter 2,1306.91
489,Spiny Lobster,Region XI (Davao Region),520135.4266666667,2020, Quarter 2,1.1766666666666665
490,Spiny Lobster,Region XII (SOCCSKSARGEN),349.22333333333336,2020, Quarter 2,4.196666666666666
491,Spiny Lobster,Region XIII (Caraga),865.4,2020, Quarter 2,0.51
492,Spiny Lobster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),375564.06666666665,2020, Quarter 2,49808.26666666667
493,Carp,National Capital Region (NCR),140.63,2020, Quarter 2,5.63
494,Carp,Cordillera Administrative Region (CAR),4.9,2020, Quarter 2,0.04
495,Carp,Region I (Ilocos Region),225.22,2020, Quarter 2,4.27
496,Carp,Region II (Cagayan Valley),266.21,2020, Quarter 2,3.19
497,Carp,Region III (Central Luzon),270.77,2020, Quarter 2,7.71
498,Carp,Region IV-A (CALABARZON),43028.48,2020, Quarter 2,2144.52
499,Carp,MIMAROPA Region,57.61000000000001,2020, Quarter 2,2.013333333333333
500,Carp,Region V (Bicol Region),140.19666666666666,2020, Quarter 2,1.2066666666666666
501,Carp,Region VI (Western Visayas),22.4,2020, Quarter 2,0.09
502,Carp,Region VII (Central Visayas),1.8,2020, Quarter 2,0.02
503,Carp,Region VIII (Eastern Visayas),587.3733333333333,2020, Quarter 2,4.706666666666667
504,Carp,Region IX (Zamboanga Peninsula),1.58,2020, Quarter 2,0.02
505,Carp,Region X (Nothern Mindanao),1734.18,2020, Quarter 2,13.96
506,Carp,Region XI (Davao Region),8.58,2020, Quarter 2,0.08
507,Carp,Region XII (SOCCSKSARGEN),1537.18,2020, Quarter 2,9.53
508,Carp,Region XIII (Caraga),1.26,2020, Quarter 2,0.02
509,Carp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),344.5,2020, Quarter 2,2.65
510,Catfish,National Capital Region (NCR),75.32000000000001,2020, Quarter 2,2.1766666666666667
511,Catfish,Cordillera Administrative Region (CAR),4.5,2020, Quarter 2,0.03
512,Catfish,Region I (Ilocos Region),58.03,2020, Quarter 2,0.53
513,Catfish,Region II (Cagayan Valley),2174.04,2020, Quarter 2,21.39
514,Catfish,Region III (Central Luzon),44839.23,2020, Quarter 2,486.43
515,Catfish,Region IV-A (CALABARZON),2895.17,2020, Quarter 2,33.19
516,Catfish,MIMAROPA Region,27.3,2020, Quarter 2,0.37
517,Catfish,Region V (Bicol Region),396.61,2020, Quarter 2,3.51
518,Catfish,Region VI (Western Visayas),1876.75,2020, Quarter 2,14.02
519,Catfish,Region VII (Central Visayas),2.91,2020, Quarter 2,0.04
520,Catfish,Region VIII (Eastern Visayas),26.14,2020, Quarter 2,0.14
521,Catfish,Region IX (Zamboanga Peninsula),8.78,2020, Quarter 2,0.12
522,Catfish,Region X (Nothern Mindanao),848.72,2020, Quarter 2,7.22
523,Catfish,Region XI (Davao Region),28954.93,2020, Quarter 2,215.02
524,Catfish,Region XII (SOCCSKSARGEN),15535.34,2020, Quarter 2,117.36
525,Catfish,Region XIII (Caraga),1.48,2020, Quarter 2,0.02
526,Catfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),3013.43,2020, Quarter 2,23.17
527,Gourami,National Capital Region (NCR),74.39999999999999,2020, Quarter 2,0.17
528,Gourami,Cordillera Administrative Region (CAR),3149.4,2020, Quarter 2,29.006666666666664
529,Gourami,Region I (Ilocos Region),3.17,2020, Quarter 2,0.04
530,Gourami,Region II (Cagayan Valley),6.59,2020, Quarter 2,0.06
531,Gourami,Region III (Central Luzon),3241.68,2020, Quarter 2,76.63
532,Gourami,Region IV-A (CALABARZON),1189.4266666666665,2020, Quarter 2,25.726666666666663
533,Gourami,MIMAROPA Region,3148.306666666667,2020, Quarter 2,29.006666666666664
534,Gourami,Region V (Bicol Region),0.24,2020, Quarter 2,0.0
535,Gourami,Region VI (Western Visayas),848.2266666666666,2020, Quarter 2,1.7966666666666666
536,Gourami,Region VII (Central Visayas),851.57,2020, Quarter 2,0.023333333333333334
537,Gourami,Region VIII (Eastern Visayas),5.239999999999999,2020, Quarter 2,0.02666666666666667
538,Gourami,Region IX (Zamboanga Peninsula),108.69666666666667,2020, Quarter 2,0.19666666666666668
539,Gourami,Region X (Nothern Mindanao),25.933333333333334,2020, Quarter 2,0.3066666666666667
540,Gourami,Region XI (Davao Region),66.08,2020, Quarter 2,0.85
541,Gourami,Region XII (SOCCSKSARGEN),6.49,2020, Quarter 2,0.09
542,Gourami,Region XIII (Caraga),34496.86,2020, Quarter 2,0.31666666666666665
543,Gourami,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),30667.066666666666,2020, Quarter 2,250.58
544,Mudfish,National Capital Region (NCR),1114.85,2020, Quarter 2,32.53666666666667
545,Mudfish,Cordillera Administrative Region (CAR),1.4,2020, Quarter 2,0.01
546,Mudfish,Region I (Ilocos Region),62.35,2020, Quarter 2,0.56
547,Mudfish,Region II (Cagayan Valley),885.14,2020, Quarter 2,7.99
548,Mudfish,Region III (Central Luzon),8119.98,2020, Quarter 2,89.34
549,Mudfish,Region IV-A (CALABARZON),30.0,2020, Quarter 2,0.12
550,Mudfish,MIMAROPA Region,28.54,2020, Quarter 2,0.34
551,Mudfish,Region V (Bicol Region),0.79,2020, Quarter 2,0.01
552,Mudfish,Region VI (Western Visayas),25.65,2020, Quarter 2,0.23
553,Mudfish,Region VII (Central Visayas),0.54,2020, Quarter 2,0.0
554,Mudfish,Region VIII (Eastern Visayas),823.7433333333333,2020, Quarter 2,4.0200000000000005
555,Mudfish,Region IX (Zamboanga Peninsula),867.77,2020, Quarter 2,10.21
556,Mudfish,Region X (Nothern Mindanao),989.05,2020, Quarter 2,10.09
557,Mudfish,Region XI (Davao Region),795.1,2020, Quarter 2,8.7
558,Mudfish,Region XII (SOCCSKSARGEN),1854.32,2020, Quarter 2,12.43
559,Mudfish,Region XIII (Caraga),1.2,2020, Quarter 2,0.01
560,Mudfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),30891.47333333333,2020, Quarter 2,251.23333333333335
561,Freshwater Prawn,National Capital Region (NCR),2064.83,2020, Quarter 2,5.346666666666667
562,Freshwater Prawn,Cordillera Administrative Region (CAR),17.083333333333332,2020, Quarter 2,0.14666666666666667
563,Freshwater Prawn,Region I (Ilocos Region),2064.83,2020, Quarter 2,5.346666666666667
564,Freshwater Prawn,Region II (Cagayan Valley),67.0,2020, Quarter 2,0.16
565,Freshwater Prawn,Region III (Central Luzon),8.0,2020, Quarter 2,0.02
566,Freshwater Prawn,Region IV-A (CALABARZON),7.636666666666667,2020, Quarter 2,0.04
567,Freshwater Prawn,MIMAROPA Region,2063.9733333333334,2020, Quarter 2,5.4366666666666665
568,Freshwater Prawn,Region V (Bicol Region),0.7,2020, Quarter 2,0.0
569,Freshwater Prawn,Region VI (Western Visayas),1.92,2020, Quarter 2,0.02
570,Freshwater Prawn,Region VII (Central Visayas),704.3733333333334,2020, Quarter 2,5.266666666666667
571,Freshwater Prawn,Region VIII (Eastern Visayas),8.19,2020, Quarter 2,0.04
572,Freshwater Prawn,Region IX (Zamboanga Peninsula),7.25,2020, Quarter 2,0.06
573,Freshwater Prawn,Region X (Nothern Mindanao),3.53,2020, Quarter 2,0.03
574,Freshwater Prawn,Region XI (Davao Region),24.28333333333333,2020, Quarter 2,0.30333333333333334
575,Freshwater Prawn,Region XII (SOCCSKSARGEN),0.27,2020, Quarter 2,0.01
576,Freshwater Prawn,Region XIII (Caraga),13.280000000000001,2020, Quarter 2,0.07333333333333333
577,Freshwater Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1008.1266666666666,2020, Quarter 2,7.746666666666667
578,Others,National Capital Region (NCR),377.02,2020, Quarter 2,14.28
579,Others,Cordillera Administrative Region (CAR),537.3866666666667,2020, Quarter 2,35.02333333333333
580,Others,Region I (Ilocos Region),435.74,2020, Quarter 2,4.58
581,Others,Region II (Cagayan Valley),65.44,2020, Quarter 2,0.63
582,Others,Region III (Central Luzon),16666.31,2020, Quarter 2,49.05
