,Species,Geolocation,Year-Quarter,Volume,Value
336,..Seaweed,..Region XI (Davao Region),2020 Quarter 1,3017.81,77100.82
337,..Seaweed,..Region XII (SOCCSKSARGEN),2020 Quarter 1,96.89,1979.08
338,..Seaweed,..Region XIII (Caraga),2020 Quarter 1,732.26,4706.49
339,..Seaweed,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 1,211386.78,1227886.24
340,All Species,..National Capital Region (NCR),2020 Quarter 2,173.13,7107.16
341,All Species,..Cordillera Administrative Region (CAR),2020 Quarter 2,657.13,71605.89
342,All Species,..Region I (Ilocos Region),2020 Quarter 2,28033.82,2935063.73
343,All Species,..Region II (Cagayan Valley),2020 Quarter 2,4977.96,673595.33
344,All Species,..Region III (Central Luzon),2020 Quarter 2,122128.99,14120277.00
345,All Species,..Region IV-A (CALABARZON),2020 Quarter 2,32709.05,2182414.48
346,All Species,..MIMAROPA Region,2020 Quarter 2,45389.59,430161.78
347,All Species,..Region V (Bicol Region),2020 Quarter 2,16122.37,727589.88
348,All Species,..Region VI (Western Visayas),2020 Quarter 2,63959.21,3547712.49
349,All Species,..Region VII (Central Visayas),2020 Quarter 2,18276.01,435418.87
350,All Species,..Region VIII (Eastern Visayas),2020 Quarter 2,3179.42,217338.40
351,All Species,..Region IX (Zamboanga Peninsula),2020 Quarter 2,50918.49,668032.81
352,All Species,..Region X (Nothern Mindanao),2020 Quarter 2,18110.70,2817685.82
353,All Species,..Region XI (Davao Region),2020 Quarter 2,3782.72,398163.96
354,All Species,..Region XII (SOCCSKSARGEN),2020 Quarter 2,2869.78,370480.90
355,All Species,..Region XIII (Caraga),2020 Quarter 2,5411.52,211724.54
356,All Species,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,150239.81,1230226.93
357,..Milkfish,..National Capital Region (NCR),2020 Quarter 2,44.23,2980.67
358,..Milkfish,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
359,..Milkfish,..Region I (Ilocos Region),2020 Quarter 2,14920.16,1772567.51
360,..Milkfish,..Region II (Cagayan Valley),2020 Quarter 2,515.68,64234.71
361,..Milkfish,..Region III (Central Luzon),2020 Quarter 2,36557.56,4338613.29
362,..Milkfish,..Region IV-A (CALABARZON),2020 Quarter 2,10063.64,814780.92
363,..Milkfish,..MIMAROPA Region,2020 Quarter 2,86.88,9401.45
364,..Milkfish,..Region V (Bicol Region),2020 Quarter 2,396.23,37230.43
365,..Milkfish,..Region VI (Western Visayas),2020 Quarter 2,31101.41,3144239.62
366,..Milkfish,..Region VII (Central Visayas),2020 Quarter 2,914.71,95805.66
367,..Milkfish,..Region VIII (Eastern Visayas),2020 Quarter 2,1661.22,198416.92
368,..Milkfish,..Region IX (Zamboanga Peninsula),2020 Quarter 2,1482.78,122802.71
369,..Milkfish,..Region X (Nothern Mindanao),2020 Quarter 2,3202.19,322850.79
370,..Milkfish,..Region XI (Davao Region),2020 Quarter 2,2603.82,272575.90
371,..Milkfish,..Region XII (SOCCSKSARGEN),2020 Quarter 2,476.81,47502.29
372,..Milkfish,..Region XIII (Caraga),2020 Quarter 2,911.37,103483.82
373,..Milkfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,751.60,91954.45
374,..Tilapia,..National Capital Region (NCR),2020 Quarter 2,12.28,355.18
375,..Tilapia,..Cordillera Administrative Region (CAR),2020 Quarter 2,657.06,71595.09
376,..Tilapia,..Region I (Ilocos Region),2020 Quarter 2,12269.19,919112.43
377,..Tilapia,..Region II (Cagayan Valley),2020 Quarter 2,3203.91,336147.67
378,..Tilapia,..Region III (Central Luzon),2020 Quarter 2,34761.61,2822292.52
379,..Tilapia,..Region IV-A (CALABARZON),2020 Quarter 2,15264.25,1104854.94
380,..Tilapia,..MIMAROPA Region,2020 Quarter 2,46.53,5158.85
381,..Tilapia,..Region V (Bicol Region),2020 Quarter 2,3481.89,345088.67
382,..Tilapia,..Region VI (Western Visayas),2020 Quarter 2,501.57,45432.05
383,..Tilapia,..Region VII (Central Visayas),2020 Quarter 2,142.06,14570.87
384,..Tilapia,..Region VIII (Eastern Visayas),2020 Quarter 2,24.02,3287.38
385,..Tilapia,..Region IX (Zamboanga Peninsula),2020 Quarter 2,140.51,12052.77
386,..Tilapia,..Region X (Nothern Mindanao),2020 Quarter 2,208.26,21422.86
387,..Tilapia,..Region XI (Davao Region),2020 Quarter 2,674.47,67224.36
388,..Tilapia,..Region XII (SOCCSKSARGEN),2020 Quarter 2,1216.25,125807.59
389,..Tilapia,..Region XIII (Caraga),2020 Quarter 2,15.06,1639.56
390,..Tilapia,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,679.78,73665.85
391,..Tiger Prawn,..National Capital Region (NCR),2020 Quarter 2,..,..
392,..Tiger Prawn,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
393,..Tiger Prawn,..Region I (Ilocos Region),2020 Quarter 2,29.88,16323.81
394,..Tiger Prawn,..Region II (Cagayan Valley),2020 Quarter 2,26.73,13306.63
395,..Tiger Prawn,..Region III (Central Luzon),2020 Quarter 2,7794.67,4824393.71
396,..Tiger Prawn,..Region IV-A (CALABARZON),2020 Quarter 2,1.33,404.45
397,..Tiger Prawn,..MIMAROPA Region,2020 Quarter 2,9.62,3859.43
398,..Tiger Prawn,..Region V (Bicol Region),2020 Quarter 2,443.91,173346.47
399,..Tiger Prawn,..Region VI (Western Visayas),2020 Quarter 2,51.32,18900.53
400,..Tiger Prawn,..Region VII (Central Visayas),2020 Quarter 2,18.89,6800.40
401,..Tiger Prawn,..Region VIII (Eastern Visayas),2020 Quarter 2,0.25,96.89
402,..Tiger Prawn,..Region IX (Zamboanga Peninsula),2020 Quarter 2,211.28,80436.38
403,..Tiger Prawn,..Region X (Nothern Mindanao),2020 Quarter 2,3919.79,1559633.12
404,..Tiger Prawn,..Region XI (Davao Region),2020 Quarter 2,0.93,178.77
405,..Tiger Prawn,..Region XII (SOCCSKSARGEN),2020 Quarter 2,0.01,3.50
406,..Tiger Prawn,..Region XIII (Caraga),2020 Quarter 2,12.07,3869.68
407,..Tiger Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,78.61,27288.59
408,..Mudcrab,..National Capital Region (NCR),2020 Quarter 2,..,..
409,..Mudcrab,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
410,..Mudcrab,..Region I (Ilocos Region),2020 Quarter 2,0.37,138.98
411,..Mudcrab,..Region II (Cagayan Valley),2020 Quarter 2,21.15,6346.26
412,..Mudcrab,..Region III (Central Luzon),2020 Quarter 2,1989.69,947768.54
413,..Mudcrab,..Region IV-A (CALABARZON),2020 Quarter 2,0.42,216.20
414,..Mudcrab,..MIMAROPA Region,2020 Quarter 2,0.80,260.29
415,..Mudcrab,..Region V (Bicol Region),2020 Quarter 2,38.82,16857.40
416,..Mudcrab,..Region VI (Western Visayas),2020 Quarter 2,30.04,8395.79
417,..Mudcrab,..Region VII (Central Visayas),2020 Quarter 2,0.02,5.40
418,..Mudcrab,..Region VIII (Eastern Visayas),2020 Quarter 2,1.97,1481.64
419,..Mudcrab,..Region IX (Zamboanga Peninsula),2020 Quarter 2,82.40,27630.89
420,..Mudcrab,..Region X (Nothern Mindanao),2020 Quarter 2,1855.26,810050.70
421,..Mudcrab,..Region XI (Davao Region),2020 Quarter 2,12.63,6131.36
422,..Mudcrab,..Region XII (SOCCSKSARGEN),2020 Quarter 2,0.01,2.26
423,..Mudcrab,..Region XIII (Caraga),2020 Quarter 2,26.32,11178.59
424,..Mudcrab,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,2.09,718.57
425,..Endeavor Prawn,..National Capital Region (NCR),2020 Quarter 2,..,..
426,..Endeavor Prawn,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
427,..Endeavor Prawn,..Region I (Ilocos Region),2020 Quarter 2,15.84,6124.32
428,..Endeavor Prawn,..Region II (Cagayan Valley),2020 Quarter 2,11.96,3709.12
429,..Endeavor Prawn,..Region III (Central Luzon),2020 Quarter 2,42.22,16886.32
430,..Endeavor Prawn,..Region IV-A (CALABARZON),2020 Quarter 2,0.04,7.66
431,..Endeavor Prawn,..MIMAROPA Region,2020 Quarter 2,..,..
432,..Endeavor Prawn,..Region V (Bicol Region),2020 Quarter 2,3.07,620.92
433,..Endeavor Prawn,..Region VI (Western Visayas),2020 Quarter 2,15.74,2103.01
434,..Endeavor Prawn,..Region VII (Central Visayas),2020 Quarter 2,..,..
435,..Endeavor Prawn,..Region VIII (Eastern Visayas),2020 Quarter 2,..,..
436,..Endeavor Prawn,..Region IX (Zamboanga Peninsula),2020 Quarter 2,0.07,16.68
437,..Endeavor Prawn,..Region X (Nothern Mindanao),2020 Quarter 2,2.31,564.80
438,..Endeavor Prawn,..Region XI (Davao Region),2020 Quarter 2,0.03,6.50
439,..Endeavor Prawn,..Region XII (SOCCSKSARGEN),2020 Quarter 2,..,..
440,..Endeavor Prawn,..Region XIII (Caraga),2020 Quarter 2,0.12,33.08
441,..Endeavor Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,..,..
442,..White Shrimp,..National Capital Region (NCR),2020 Quarter 2,..,..
443,..White Shrimp,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
444,..White Shrimp,..Region I (Ilocos Region),2020 Quarter 2,5.98,1674.79
445,..White Shrimp,..Region II (Cagayan Valley),2020 Quarter 2,13.15,1315.23
446,..White Shrimp,..Region III (Central Luzon),2020 Quarter 2,21.93,7371.11
447,..White Shrimp,..Region IV-A (CALABARZON),2020 Quarter 2,0.04,6.90
448,..White Shrimp,..MIMAROPA Region,2020 Quarter 2,0.07,10.88
449,..White Shrimp,..Region V (Bicol Region),2020 Quarter 2,0.99,198.34
450,..White Shrimp,..Region VI (Western Visayas),2020 Quarter 2,3.13,536.62
451,..White Shrimp,..Region VII (Central Visayas),2020 Quarter 2,4.54,552.20
452,..White Shrimp,..Region VIII (Eastern Visayas),2020 Quarter 2,..,..
453,..White Shrimp,..Region IX (Zamboanga Peninsula),2020 Quarter 2,41.94,7807.38
454,..White Shrimp,..Region X (Nothern Mindanao),2020 Quarter 2,2.56,458.12
455,..White Shrimp,..Region XI (Davao Region),2020 Quarter 2,0.02,3.60
456,..White Shrimp,..Region XII (SOCCSKSARGEN),2020 Quarter 2,0.01,0.98
457,..White Shrimp,..Region XIII (Caraga),2020 Quarter 2,1.14,286.62
458,..White Shrimp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,35.00,7335.95
459,..Grouper,..National Capital Region (NCR),2020 Quarter 2,..,..
460,..Grouper,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
461,..Grouper,..Region I (Ilocos Region),2020 Quarter 2,0.37,179.73
462,..Grouper,..Region II (Cagayan Valley),2020 Quarter 2,..,..
463,..Grouper,..Region III (Central Luzon),2020 Quarter 2,..,..
464,..Grouper,..Region IV-A (CALABARZON),2020 Quarter 2,..,..
465,..Grouper,..MIMAROPA Region,2020 Quarter 2,0.10,40.30
466,..Grouper,..Region V (Bicol Region),2020 Quarter 2,0.49,163.18
467,..Grouper,..Region VI (Western Visayas),2020 Quarter 2,5.37,2542.52
468,..Grouper,..Region VII (Central Visayas),2020 Quarter 2,0.01,4.00
469,..Grouper,..Region VIII (Eastern Visayas),2020 Quarter 2,..,..
470,..Grouper,..Region IX (Zamboanga Peninsula),2020 Quarter 2,0.53,318.60
471,..Grouper,..Region X (Nothern Mindanao),2020 Quarter 2,..,..
472,..Grouper,..Region XI (Davao Region),2020 Quarter 2,..,..
473,..Grouper,..Region XII (SOCCSKSARGEN),2020 Quarter 2,..,..
474,..Grouper,..Region XIII (Caraga),2020 Quarter 2,..,..
475,..Grouper,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,0.04,6.45
476,..Siganid,..National Capital Region (NCR),2020 Quarter 2,..,..
477,..Siganid,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
478,..Siganid,..Region I (Ilocos Region),2020 Quarter 2,79.41,28404.37
479,..Siganid,..Region II (Cagayan Valley),2020 Quarter 2,64.37,22547.00
480,..Siganid,..Region III (Central Luzon),2020 Quarter 2,0.02,3.75
481,..Siganid,..Region IV-A (CALABARZON),2020 Quarter 2,0.06,5.50
482,..Siganid,..MIMAROPA Region,2020 Quarter 2,..,..
483,..Siganid,..Region V (Bicol Region),2020 Quarter 2,0.02,1.40
484,..Siganid,..Region VI (Western Visayas),2020 Quarter 2,0.82,131.82
485,..Siganid,..Region VII (Central Visayas),2020 Quarter 2,0.06,13.00
486,..Siganid,..Region VIII (Eastern Visayas),2020 Quarter 2,0.02,3.00
487,..Siganid,..Region IX (Zamboanga Peninsula),2020 Quarter 2,..,..
488,..Siganid,..Region X (Nothern Mindanao),2020 Quarter 2,..,..
489,..Siganid,..Region XI (Davao Region),2020 Quarter 2,2.59,594.39
490,..Siganid,..Region XII (SOCCSKSARGEN),2020 Quarter 2,..,..
491,..Siganid,..Region XIII (Caraga),2020 Quarter 2,0.20,38.65
492,..Siganid,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,..,..
493,..P. Vannamei,..National Capital Region (NCR),2020 Quarter 2,..,..
494,..P. Vannamei,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
495,..P. Vannamei,..Region I (Ilocos Region),2020 Quarter 2,622.93,186990.20
496,..P. Vannamei,..Region II (Cagayan Valley),2020 Quarter 2,572.15,217417.57
497,..P. Vannamei,..Region III (Central Luzon),2020 Quarter 2,919.11,214698.69
498,..P. Vannamei,..Region IV-A (CALABARZON),2020 Quarter 2,177.48,57645.33
499,..P. Vannamei,..MIMAROPA Region,2020 Quarter 2,0.40,124.90
500,..P. Vannamei,..Region V (Bicol Region),2020 Quarter 2,19.15,3583.64
501,..P. Vannamei,..Region VI (Western Visayas),2020 Quarter 2,137.89,24051.58
502,..P. Vannamei,..Region VII (Central Visayas),2020 Quarter 2,1042.30,239469.08
503,..P. Vannamei,..Region VIII (Eastern Visayas),2020 Quarter 2,0.30,77.50
504,..P. Vannamei,..Region IX (Zamboanga Peninsula),2020 Quarter 2,0.01,1.00
505,..P. Vannamei,..Region X (Nothern Mindanao),2020 Quarter 2,0.96,249.80
506,..P. Vannamei,..Region XI (Davao Region),2020 Quarter 2,106.49,19272.42
507,..P. Vannamei,..Region XII (SOCCSKSARGEN),2020 Quarter 2,993.89,177336.30
508,..P. Vannamei,..Region XIII (Caraga),2020 Quarter 2,113.93,32279.55
509,..P. Vannamei,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,..,..
510,..Spiny Lobster,..National Capital Region (NCR),2020 Quarter 2,..,..
511,..Spiny Lobster,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
512,..Spiny Lobster,..Region I (Ilocos Region),2020 Quarter 2,..,..
513,..Spiny Lobster,..Region II (Cagayan Valley),2020 Quarter 2,..,..
514,..Spiny Lobster,..Region III (Central Luzon),2020 Quarter 2,..,..
515,..Spiny Lobster,..Region IV-A (CALABARZON),2020 Quarter 2,..,..
516,..Spiny Lobster,..MIMAROPA Region,2020 Quarter 2,..,..
517,..Spiny Lobster,..Region V (Bicol Region),2020 Quarter 2,..,..
518,..Spiny Lobster,..Region VI (Western Visayas),2020 Quarter 2,0.01,20.00
519,..Spiny Lobster,..Region VII (Central Visayas),2020 Quarter 2,..,..
520,..Spiny Lobster,..Region VIII (Eastern Visayas),2020 Quarter 2,0.01,15.00
521,..Spiny Lobster,..Region IX (Zamboanga Peninsula),2020 Quarter 2,..,..
522,..Spiny Lobster,..Region X (Nothern Mindanao),2020 Quarter 2,..,..
523,..Spiny Lobster,..Region XI (Davao Region),2020 Quarter 2,..,..
524,..Spiny Lobster,..Region XII (SOCCSKSARGEN),2020 Quarter 2,..,..
525,..Spiny Lobster,..Region XIII (Caraga),2020 Quarter 2,0.51,865.40
526,..Spiny Lobster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,..,..
527,..Carp,..National Capital Region (NCR),2020 Quarter 2,5.63,140.63
528,..Carp,..Cordillera Administrative Region (CAR),2020 Quarter 2,0.04,4.90
529,..Carp,..Region I (Ilocos Region),2020 Quarter 2,4.27,225.22
530,..Carp,..Region II (Cagayan Valley),2020 Quarter 2,3.19,266.21
531,..Carp,..Region III (Central Luzon),2020 Quarter 2,7.71,270.77
532,..Carp,..Region IV-A (CALABARZON),2020 Quarter 2,2144.52,43028.48
533,..Carp,..MIMAROPA Region,2020 Quarter 2,..,..
534,..Carp,..Region V (Bicol Region),2020 Quarter 2,..,..
535,..Carp,..Region VI (Western Visayas),2020 Quarter 2,0.09,22.40
536,..Carp,..Region VII (Central Visayas),2020 Quarter 2,0.02,1.80
537,..Carp,..Region VIII (Eastern Visayas),2020 Quarter 2,..,..
538,..Carp,..Region IX (Zamboanga Peninsula),2020 Quarter 2,0.02,1.58
539,..Carp,..Region X (Nothern Mindanao),2020 Quarter 2,13.96,1734.18
540,..Carp,..Region XI (Davao Region),2020 Quarter 2,0.08,8.58
541,..Carp,..Region XII (SOCCSKSARGEN),2020 Quarter 2,9.53,1537.18
542,..Carp,..Region XIII (Caraga),2020 Quarter 2,0.02,1.26
543,..Carp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,2.65,344.50
544,..Catfish,..National Capital Region (NCR),2020 Quarter 2,..,..
545,..Catfish,..Cordillera Administrative Region (CAR),2020 Quarter 2,0.03,4.50
546,..Catfish,..Region I (Ilocos Region),2020 Quarter 2,0.53,58.03
547,..Catfish,..Region II (Cagayan Valley),2020 Quarter 2,21.39,2174.04
548,..Catfish,..Region III (Central Luzon),2020 Quarter 2,486.43,44839.23
549,..Catfish,..Region IV-A (CALABARZON),2020 Quarter 2,33.19,2895.17
550,..Catfish,..MIMAROPA Region,2020 Quarter 2,0.37,27.30
551,..Catfish,..Region V (Bicol Region),2020 Quarter 2,3.51,396.61
552,..Catfish,..Region VI (Western Visayas),2020 Quarter 2,14.02,1876.75
553,..Catfish,..Region VII (Central Visayas),2020 Quarter 2,0.04,2.91
554,..Catfish,..Region VIII (Eastern Visayas),2020 Quarter 2,0.14,26.14
555,..Catfish,..Region IX (Zamboanga Peninsula),2020 Quarter 2,0.12,8.78
556,..Catfish,..Region X (Nothern Mindanao),2020 Quarter 2,7.22,848.72
557,..Catfish,..Region XI (Davao Region),2020 Quarter 2,215.02,28954.93
558,..Catfish,..Region XII (SOCCSKSARGEN),2020 Quarter 2,117.36,15535.34
559,..Catfish,..Region XIII (Caraga),2020 Quarter 2,0.02,1.48
560,..Catfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,23.17,3013.43
561,..Gourami,..National Capital Region (NCR),2020 Quarter 2,..,..
562,..Gourami,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
563,..Gourami,..Region I (Ilocos Region),2020 Quarter 2,0.04,3.17
564,..Gourami,..Region II (Cagayan Valley),2020 Quarter 2,0.06,6.59
565,..Gourami,..Region III (Central Luzon),2020 Quarter 2,76.63,3241.68
566,..Gourami,..Region IV-A (CALABARZON),2020 Quarter 2,..,..
567,..Gourami,..MIMAROPA Region,2020 Quarter 2,..,..
568,..Gourami,..Region V (Bicol Region),2020 Quarter 2,0.00,0.24
569,..Gourami,..Region VI (Western Visayas),2020 Quarter 2,..,..
570,..Gourami,..Region VII (Central Visayas),2020 Quarter 2,..,..
571,..Gourami,..Region VIII (Eastern Visayas),2020 Quarter 2,..,..
572,..Gourami,..Region IX (Zamboanga Peninsula),2020 Quarter 2,..,..
573,..Gourami,..Region X (Nothern Mindanao),2020 Quarter 2,..,..
574,..Gourami,..Region XI (Davao Region),2020 Quarter 2,0.85,66.08
575,..Gourami,..Region XII (SOCCSKSARGEN),2020 Quarter 2,0.09,6.49
576,..Gourami,..Region XIII (Caraga),2020 Quarter 2,..,..
577,..Gourami,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,..,..
578,..Mudfish,..National Capital Region (NCR),2020 Quarter 2,..,..
579,..Mudfish,..Cordillera Administrative Region (CAR),2020 Quarter 2,0.01,1.40
580,..Mudfish,..Region I (Ilocos Region),2020 Quarter 2,0.56,62.35
581,..Mudfish,..Region II (Cagayan Valley),2020 Quarter 2,7.99,885.14
582,..Mudfish,..Region III (Central Luzon),2020 Quarter 2,89.34,8119.98
583,..Mudfish,..Region IV-A (CALABARZON),2020 Quarter 2,0.12,30.00
584,..Mudfish,..MIMAROPA Region,2020 Quarter 2,0.34,28.54
585,..Mudfish,..Region V (Bicol Region),2020 Quarter 2,0.01,0.79
586,..Mudfish,..Region VI (Western Visayas),2020 Quarter 2,0.23,25.65
587,..Mudfish,..Region VII (Central Visayas),2020 Quarter 2,0.00,0.54
588,..Mudfish,..Region VIII (Eastern Visayas),2020 Quarter 2,..,..
589,..Mudfish,..Region IX (Zamboanga Peninsula),2020 Quarter 2,10.21,867.77
590,..Mudfish,..Region X (Nothern Mindanao),2020 Quarter 2,10.09,989.05
591,..Mudfish,..Region XI (Davao Region),2020 Quarter 2,8.70,795.10
592,..Mudfish,..Region XII (SOCCSKSARGEN),2020 Quarter 2,12.43,1854.32
593,..Mudfish,..Region XIII (Caraga),2020 Quarter 2,0.01,1.20
594,..Mudfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,..,..
595,..Freshwater Prawn,..National Capital Region (NCR),2020 Quarter 2,..,..
596,..Freshwater Prawn,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
597,..Freshwater Prawn,..Region I (Ilocos Region),2020 Quarter 2,..,..
598,..Freshwater Prawn,..Region II (Cagayan Valley),2020 Quarter 2,0.16,67.00
599,..Freshwater Prawn,..Region III (Central Luzon),2020 Quarter 2,0.02,8.00
600,..Freshwater Prawn,..Region IV-A (CALABARZON),2020 Quarter 2,..,..
601,..Freshwater Prawn,..MIMAROPA Region,2020 Quarter 2,..,..
602,..Freshwater Prawn,..Region V (Bicol Region),2020 Quarter 2,0.00,0.70
603,..Freshwater Prawn,..Region VI (Western Visayas),2020 Quarter 2,0.02,1.92
604,..Freshwater Prawn,..Region VII (Central Visayas),2020 Quarter 2,..,..
605,..Freshwater Prawn,..Region VIII (Eastern Visayas),2020 Quarter 2,0.04,8.19
606,..Freshwater Prawn,..Region IX (Zamboanga Peninsula),2020 Quarter 2,0.06,7.25
607,..Freshwater Prawn,..Region X (Nothern Mindanao),2020 Quarter 2,0.03,3.53
608,..Freshwater Prawn,..Region XI (Davao Region),2020 Quarter 2,..,..
609,..Freshwater Prawn,..Region XII (SOCCSKSARGEN),2020 Quarter 2,0.01,0.27
610,..Freshwater Prawn,..Region XIII (Caraga),2020 Quarter 2,..,..
611,..Freshwater Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 2,..,..
612,..Others,..National Capital Region (NCR),2020 Quarter 2,14.28,377.02
613,..Others,..Cordillera Administrative Region (CAR),2020 Quarter 2,..,..
614,..Others,..Region I (Ilocos Region),2020 Quarter 2,4.58,435.74
615,..Others,..Region II (Cagayan Valley),2020 Quarter 2,0.63,65.44
616,..Others,..Region III (Central Luzon),2020 Quarter 2,49.05,16666.31
